19.711213,1.500000
22.138950,1.530000
25.460525,1.560000
30.179621,1.590000
37.071870,1.620000
47.265418,1.650000
62.260840,1.680000
83.760455,1.710000
113.096621,1.740000
150.088860,1.770000
191.602698,1.800000
231.040579,1.830000
260.492519,1.860000
275.416644,1.890000
278.380891,1.920000
278.662851,1.950000
289.202074,1.980000
324.576357,2.010000
399.662525,2.040000
521.826813,2.070000
668.617256,2.100000
770.224757,2.130000
754.710266,2.160000
630.376451,2.190000
471.185667,2.220000
335.052563,2.250000
237.687115,2.280000
172.685129,2.310000
129.634606,2.340000
100.445829,2.370000
79.930073,2.400000
64.963114,2.430000
53.678379,2.460000
44.937309,2.490000
38.020570,2.520000
32.454914,2.550000
27.916358,2.580000
24.175063,2.610000
21.062983,2.640000
18.454189,2.670000
16.252403,2.700000
14.382823,2.730000
12.786552,2.760000
11.416703,2.790000
10.235597,2.820000
9.212707,2.850000
8.323127,2.880000
7.546402,2.910000
6.865640,2.940000
6.266817,2.970000
