43.050181,1.500000
45.022986,1.530000
47.371023,1.560000
50.179156,1.590000
53.529718,1.620000
57.500179,1.650000
62.161810,1.680000
67.583217,1.710000
73.847862,1.740000
81.105000,1.770000
89.694090,1.800000
100.429377,1.830000
115.263515,1.860000
139.070868,1.890000
186.370149,1.920000
323.515304,1.950000
1043.316873,1.980000
4983.313021,2.010000
5343.401002,2.040000
1233.570744,2.070000
393.434399,2.100000
226.550052,2.130000
167.258648,2.160000
134.558647,2.190000
111.809481,2.220000
94.111505,2.250000
79.659378,2.280000
67.647050,2.310000
57.619375,2.340000
49.253266,2.370000
42.284848,2.400000
36.487060,2.430000
31.663338,2.460000
27.645306,2.490000
24.290737,2.520000
21.481004,2.550000
19.118151,2.580000
17.121885,2.610000
15.426709,2.640000
13.979362,2.670000
12.736589,2.700000
11.663268,2.730000
10.730855,2.760000
9.916118,2.790000
9.200102,2.820000
8.567299,2.850000
8.004985,2.880000
7.502682,2.910000
7.051727,2.940000
6.644937,2.970000
