52.555353,1.500000
56.383327,1.530000
60.535719,1.560000
64.986372,1.590000
69.634530,1.620000
74.306236,1.650000
78.779884,1.680000
82.836904,1.710000
86.330541,1.740000
89.259395,1.770000
91.833480,1.800000
94.533421,1.830000
98.190710,1.860000
104.162569,1.890000
114.746797,1.920000
134.071510,1.950000
169.670295,1.980000
234.213810,2.010000
343.770647,2.040000
502.634576,2.070000
669.160598,2.100000
748.212809,2.130000
680.642100,2.160000
520.357752,2.190000
358.930334,2.220000
240.113486,2.250000
164.278910,2.280000
118.388782,2.310000
90.660038,2.340000
73.379252,2.370000
62.033862,2.400000
54.090407,2.430000
48.141999,2.460000
43.405648,2.490000
39.442321,2.520000
36.003421,2.550000
32.946406,2.580000
30.187968,2.610000
27.677833,2.640000
25.383999,2.670000
23.284452,2.700000
21.362538,2.730000
19.604447,2.760000
17.997897,2.790000
16.531477,2.820000
15.194366,2.850000
13.976237,2.880000
12.867252,2.910000
11.858086,2.940000
10.939968,2.970000
