57.296900,1.500000
65.095507,1.530000
73.506348,1.560000
82.354577,1.590000
91.337905,1.620000
100.017326,1.650000
107.858062,1.680000
114.334122,1.710000
119.079881,1.740000
122.040660,1.770000
123.567343,1.800000
124.430510,1.830000
125.780632,1.860000
129.117918,1.890000
136.332059,1.920000
149.814965,1.950000
172.514083,1.980000
207.537028,2.010000
256.595598,2.040000
316.716982,2.070000
376.508787,2.100000
416.894677,2.130000
420.856251,2.160000
386.010038,2.190000
326.014190,2.220000
259.522869,2.250000
199.700717,2.280000
151.816486,2.310000
115.893333,2.340000
89.797091,2.370000
71.054338,2.400000
57.568935,2.430000
47.768301,2.460000
40.537041,2.490000
35.103624,2.520000
30.938870,2.550000
27.679501,2.580000
25.074596,2.610000
22.949280,2.640000
21.180422,2.670000
19.680392,2.700000
18.386156,2.730000
17.251907,2.760000
16.244020,2.790000
15.337577,2.820000
14.513938,2.850000
13.759024,2.880000
13.062098,2.910000
12.414889,2.940000
11.810951,2.970000
