37.384769,1.500000
40.811175,1.530000
44.354097,1.560000
47.922043,1.590000
51.416644,1.620000
54.752513,1.650000
57.883221,1.680000
60.831296,1.710000
63.720660,1.740000
66.812561,1.770000
70.551465,1.800000
75.637427,1.830000
83.162319,1.860000
94.896948,1.890000
113.938951,1.920000
146.213337,1.950000
203.800071,1.980000
310.935838,2.010000
507.412978,2.040000
817.216069,2.070000
1134.068884,2.100000
1197.559022,2.130000
950.721456,2.160000
631.079023,2.190000
397.431840,2.220000
256.408713,2.250000
173.831784,2.280000
123.619731,2.310000
91.344481,2.340000
69.519609,2.370000
54.160886,2.400000
43.020652,2.430000
34.748527,2.460000
28.487888,2.490000
23.671824,2.520000
19.913027,2.550000
16.940433,2.580000
14.560693,2.610000
12.633711,2.640000
11.056590,2.670000
9.752823,2.700000
8.664881,2.730000
7.749043,2.760000
6.971743,2.790000
6.306966,2.820000
5.734361,2.850000
5.237866,2.880000
4.804695,2.910000
4.424591,2.940000
4.089259,2.970000
