30.998433,1.500000
34.151926,1.530000
37.828958,1.560000
42.148512,1.590000
47.278615,1.620000
53.453597,1.650000
60.994502,1.680000
70.332249,1.710000
82.032720,1.740000
96.821341,1.770000
115.599341,1.800000
139.430629,1.830000
169.457637,1.860000
206.703924,1.890000
251.840277,1.920000
305.420786,1.950000
369.906162,1.980000
455.096913,2.010000
584.741487,2.040000
786.255309,2.070000
1026.170200,2.100000
1140.933587,2.130000
997.752625,2.160000
709.708182,2.190000
453.219719,2.220000
284.131132,2.250000
184.043005,2.280000
125.441552,2.310000
89.915935,2.340000
67.244334,2.370000
52.003363,2.400000
41.281584,2.430000
33.455387,2.460000
27.573799,2.490000
23.050718,2.520000
19.507418,2.550000
16.688931,2.580000
14.417660,2.610000
12.566433,2.640000
11.042127,2.670000
9.775302,2.700000
8.713394,2.730000
7.816105,2.760000
7.052202,2.790000
6.397242,2.820000
5.831926,2.850000
5.340899,2.880000
4.911849,2.910000
4.534838,2.940000
4.201788,2.970000
