55.049365,1.500000
55.991055,1.530000
56.885529,1.560000
57.761873,1.590000
58.624257,1.620000
59.463899,1.650000
60.274380,1.680000
61.067397,1.710000
61.886553,1.740000
62.817354,1.770000
63.992044,1.800000
65.588079,1.830000
67.818649,1.860000
70.912972,1.890000
75.083451,1.920000
80.477346,1.950000
87.113893,1.980000
94.815196,2.010000
103.150373,2.040000
111.423086,2.070000
118.733243,2.100000
124.124445,2.130000
126.789532,2.160000
126.266631,2.190000
122.547745,2.220000
116.056816,2.250000
107.514770,2.280000
97.755070,2.310000
87.558860,2.340000
77.550940,2.370000
68.162353,2.400000
59.642162,2.430000
52.094755,2.460000
45.523512,2.490000
39.869724,2.520000
35.042332,2.550000
30.938266,2.580000
27.455034,2.610000
24.497649,2.640000
21.981810,2.670000
19.834785,2.700000
17.994994,2.730000
16.410955,2.760000
15.039989,2.790000
13.846893,2.820000
12.802720,2.850000
11.883688,2.880000
11.070258,2.910000
10.346354,2.940000
9.698722,2.970000
