57.472167,1.500000
60.305758,1.530000
62.599690,1.560000
64.472313,1.590000
66.151761,1.620000
67.966096,1.650000
70.331666,1.680000
73.747366,1.710000
78.798302,1.740000
86.165187,1.770000
96.627134,1.800000
111.040084,1.830000
130.288591,1.860000
155.292339,1.890000
187.391751,1.920000
229.930830,1.950000
292.404042,1.980000
397.472310,2.010000
581.798743,2.040000
854.162313,2.070000
1089.106307,2.100000
1069.591655,2.130000
809.538303,2.160000
524.778959,2.190000
328.418353,2.220000
214.336155,2.250000
150.062709,2.280000
112.276691,2.310000
88.329935,2.340000
71.897908,2.370000
59.837430,2.400000
50.534238,2.430000
43.110250,2.460000
37.051860,2.490000
32.034387,2.520000
27.837133,2.550000
24.300758,2.580000
21.304839,2.610000
18.755363,2.640000
16.577286,2.670000
14.709807,2.700000
13.103156,2.730000
11.716311,2.760000
10.515281,2.790000
9.471795,2.820000
8.562258,2.850000
7.766930,2.880000
7.069245,2.910000
6.455274,2.940000
5.913272,2.970000
